cycle,session_index,session_id,start_utc,end_utc,start_epoch,end_epoch,offered_packets,sent_packets,failed_packets,returncode,accounting_ok,tcpreplay_duration_s,suricata_alerts,rf_reference_positive,provenance_tier,source_timestamp_correlated,min_alert_rf_delta_s,incident_key
73,5,E1_TEST_SCAN_03,2026-09-22T07:14:58.263251Z,2026-09-22T07:14:59.907009Z,1790061298.263251,1790061299.907009,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:073:E1_TEST_SCAN_03
73,6,E1_TEST_BRUTE_01,2026-09-22T07:15:00.410894Z,2026-09-22T07:15:11.697968Z,1790061300.410894,1790061311.697968,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:073:E1_TEST_BRUTE_01
73,7,E1_TEST_BRUTE_02,2026-09-22T07:15:12.199365Z,2026-09-22T07:15:23.357903Z,1790061312.199365,1790061323.357903,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:073:E1_TEST_BRUTE_02
73,8,E1_TEST_BRUTE_03,2026-09-22T07:15:23.859127Z,2026-09-22T07:15:35.058934Z,1790061323.859127,1790061335.058934,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:073:E1_TEST_BRUTE_03
73,9,E1_TEST_DOS_01,2026-09-22T07:15:35.561139Z,2026-09-22T07:16:12.576426Z,1790061335.561139,1790061372.576426,2659023,2659023,0,0,1,36.92,8640,65537,HYBRID_CORRELATED,1,25.300252,E7:073:E1_TEST_DOS_01
73,10,E1_TEST_DOS_02,2026-09-22T07:16:18.788967Z,2026-09-22T07:16:55.949992Z,1790061378.788967,1790061415.949992,2648088,2648088,0,0,1,37.07,60914,65537,HYBRID_CORRELATED,1,1e-06,E7:073:E1_TEST_DOS_02
73,11,E1_TEST_DOS_03,2026-09-22T07:17:13.454481Z,2026-09-22T07:17:50.313909Z,1790061433.454481,1790061470.313909,2600786,2600786,0,0,1,36.76,96044,65537,HYBRID_CORRELATED,1,0.0,E7:073:E1_TEST_DOS_03
73,12,E1_TEST_EXPLOIT_01,2026-09-22T07:18:15.217587Z,2026-09-22T07:18:29.339061Z,1790061495.217587,1790061509.339061,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:073:E1_TEST_EXPLOIT_01
73,13,E1_TEST_EXPLOIT_02,2026-09-22T07:18:29.918564Z,2026-09-22T07:18:39.476038Z,1790061509.918564,1790061519.476038,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:073:E1_TEST_EXPLOIT_02
73,14,E1_TEST_EXPLOIT_03,2026-09-22T07:18:40.050018Z,2026-09-22T07:30:53.840914Z,1790061520.050018,1790062253.840914,71525,71523,2,0,1,733.71,0,21,RF_ONLY_REVIEW,0,,E7:073:E1_TEST_EXPLOIT_03
74,0,E1_TEST_NORMAL_01,2026-09-22T07:30:54.794698Z,2026-09-22T07:31:24.493904Z,1790062254.794698,1790062284.493904,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:074:E1_TEST_NORMAL_01
74,1,E1_TEST_NORMAL_02,2026-09-22T07:31:24.995634Z,2026-09-22T07:31:54.764959Z,1790062284.995634,1790062314.764959,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:074:E1_TEST_NORMAL_02
74,2,E1_TEST_NORMAL_03,2026-09-22T07:31:55.266732Z,2026-09-22T07:32:25.302861Z,1790062315.266732,1790062345.302861,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:074:E1_TEST_NORMAL_03
74,3,E1_TEST_SCAN_01,2026-09-22T07:32:25.805305Z,2026-09-22T07:32:26.528949Z,1790062345.805305,1790062346.528949,1729,1729,0,0,1,0.624013,0,845,RF_ONLY_REVIEW,0,,E7:074:E1_TEST_SCAN_01
74,4,E1_TEST_SCAN_02,2026-09-22T07:32:27.032192Z,2026-09-22T07:32:27.677942Z,1790062347.032192,1790062347.677942,1715,1715,0,0,1,0.558577,0,837,RF_ONLY_REVIEW,0,,E7:074:E1_TEST_SCAN_02
74,5,E1_TEST_SCAN_03,2026-09-22T07:32:28.181218Z,2026-09-22T07:32:29.812948Z,1790062348.181218,1790062349.812948,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:074:E1_TEST_SCAN_03
74,6,E1_TEST_BRUTE_01,2026-09-22T07:32:30.316272Z,2026-09-22T07:32:41.611916Z,1790062350.316272,1790062361.611916,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:074:E1_TEST_BRUTE_01
74,7,E1_TEST_BRUTE_02,2026-09-22T07:32:42.113136Z,2026-09-22T07:32:53.277966Z,1790062362.113136,1790062373.277966,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:074:E1_TEST_BRUTE_02
74,8,E1_TEST_BRUTE_03,2026-09-22T07:32:53.780044Z,2026-09-22T07:33:04.976879Z,1790062373.780044,1790062384.976879,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:074:E1_TEST_BRUTE_03
74,9,E1_TEST_DOS_01,2026-09-22T07:33:05.479073Z,2026-09-22T07:33:42.516142Z,1790062385.479073,1790062422.516142,2659023,2659023,0,0,1,36.95,8640,65537,HYBRID_CORRELATED,1,25.338559,E7:074:E1_TEST_DOS_01
74,10,E1_TEST_DOS_02,2026-09-22T07:33:48.711210Z,2026-09-22T07:34:25.662745Z,1790062428.711210,1790062465.662745,2648088,2648088,0,0,1,36.86,60710,65537,HYBRID_CORRELATED,1,0.0,E7:074:E1_TEST_DOS_02
74,11,E1_TEST_DOS_03,2026-09-22T07:34:43.065869Z,2026-09-22T07:35:19.956214Z,1790062483.065869,1790062519.956214,2600786,2600786,0,0,1,36.77,95806,65537,HYBRID_CORRELATED,1,0.0,E7:074:E1_TEST_DOS_03
74,12,E1_TEST_EXPLOIT_01,2026-09-22T07:35:44.840111Z,2026-09-22T07:35:58.958046Z,1790062544.840111,1790062558.958046,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:074:E1_TEST_EXPLOIT_01
74,13,E1_TEST_EXPLOIT_02,2026-09-22T07:35:59.541433Z,2026-09-22T07:36:09.090044Z,1790062559.541433,1790062569.090044,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:074:E1_TEST_EXPLOIT_02
74,14,E1_TEST_EXPLOIT_03,2026-09-22T07:36:09.662784Z,2026-09-22T07:48:23.460869Z,1790062569.662784,1790063303.460869,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:074:E1_TEST_EXPLOIT_03
75,0,E1_TEST_NORMAL_01,2026-09-22T07:48:24.416495Z,2026-09-22T07:48:54.125881Z,1790063304.416495,1790063334.125881,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:075:E1_TEST_NORMAL_01
75,1,E1_TEST_NORMAL_02,2026-09-22T07:48:54.627670Z,2026-09-22T07:49:24.394899Z,1790063334.627670,1790063364.394899,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:075:E1_TEST_NORMAL_02
75,2,E1_TEST_NORMAL_03,2026-09-22T07:49:24.896738Z,2026-09-22T07:49:54.926893Z,1790063364.896738,1790063394.926893,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:075:E1_TEST_NORMAL_03
75,3,E1_TEST_SCAN_01,2026-09-22T07:49:55.428827Z,2026-09-22T07:49:56.136959Z,1790063395.428827,1790063396.136959,1729,1729,0,0,1,0.62473,0,845,RF_ONLY_REVIEW,0,,E7:075:E1_TEST_SCAN_01
75,4,E1_TEST_SCAN_02,2026-09-22T07:49:56.640136Z,2026-09-22T07:49:57.289861Z,1790063396.640136,1790063397.289861,1715,1715,0,0,1,0.558844,0,837,RF_ONLY_REVIEW,0,,E7:075:E1_TEST_SCAN_02
75,5,E1_TEST_SCAN_03,2026-09-22T07:49:57.793961Z,2026-09-22T07:49:59.431936Z,1790063397.793961,1790063399.431936,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:075:E1_TEST_SCAN_03
75,6,E1_TEST_BRUTE_01,2026-09-22T07:49:59.935313Z,2026-09-22T07:50:11.229933Z,1790063399.935313,1790063411.229933,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:075:E1_TEST_BRUTE_01
75,7,E1_TEST_BRUTE_02,2026-09-22T07:50:11.731135Z,2026-09-22T07:50:22.887831Z,1790063411.731135,1790063422.887831,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:075:E1_TEST_BRUTE_02
75,8,E1_TEST_BRUTE_03,2026-09-22T07:50:23.389909Z,2026-09-22T07:50:34.570960Z,1790063423.389909,1790063434.570960,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:075:E1_TEST_BRUTE_03
75,9,E1_TEST_DOS_01,2026-09-22T07:50:35.073112Z,2026-09-22T07:51:12.124156Z,1790063435.073112,1790063472.124156,2659023,2659023,0,0,1,36.96,8640,65537,HYBRID_CORRELATED,1,25.327234,E7:075:E1_TEST_DOS_01
75,10,E1_TEST_DOS_02,2026-09-22T07:51:18.356382Z,2026-09-22T07:51:55.360381Z,1790063478.356382,1790063515.360381,2648088,2648088,0,0,1,36.9,60710,65537,HYBRID_CORRELATED,1,0.0,E7:075:E1_TEST_DOS_02
75,11,E1_TEST_DOS_03,2026-09-22T07:52:12.814070Z,2026-09-22T07:52:49.620321Z,1790063532.814070,1790063569.620321,2600786,2600786,0,0,1,36.71,95806,65537,HYBRID_CORRELATED,1,0.0,E7:075:E1_TEST_DOS_03
75,12,E1_TEST_EXPLOIT_01,2026-09-22T07:53:14.546543Z,2026-09-22T07:53:28.650095Z,1790063594.546543,1790063608.650095,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:075:E1_TEST_EXPLOIT_01
75,13,E1_TEST_EXPLOIT_02,2026-09-22T07:53:29.230837Z,2026-09-22T07:53:38.787102Z,1790063609.230837,1790063618.787102,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:075:E1_TEST_EXPLOIT_02
75,14,E1_TEST_EXPLOIT_03,2026-09-22T07:53:39.360453Z,2026-09-22T08:05:53.141918Z,1790063619.360453,1790064353.141918,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:075:E1_TEST_EXPLOIT_03
76,0,E1_TEST_NORMAL_01,2026-09-22T08:05:54.095694Z,2026-09-22T08:06:23.797906Z,1790064354.095694,1790064383.797906,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:076:E1_TEST_NORMAL_01
76,1,E1_TEST_NORMAL_02,2026-09-22T08:06:24.299648Z,2026-09-22T08:06:54.042945Z,1790064384.299648,1790064414.042945,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:076:E1_TEST_NORMAL_02
76,2,E1_TEST_NORMAL_03,2026-09-22T08:06:54.544628Z,2026-09-22T08:07:24.568884Z,1790064414.544628,1790064444.568884,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:076:E1_TEST_NORMAL_03
76,3,E1_TEST_SCAN_01,2026-09-22T08:07:25.071636Z,2026-09-22T08:07:25.781909Z,1790064445.071636,1790064445.781909,1729,1729,0,0,1,0.624291,0,845,RF_ONLY_REVIEW,0,,E7:076:E1_TEST_SCAN_01
76,4,E1_TEST_SCAN_02,2026-09-22T08:07:26.285138Z,2026-09-22T08:07:26.918938Z,1790064446.285138,1790064446.918938,1715,1715,0,0,1,0.558464,0,837,RF_ONLY_REVIEW,0,,E7:076:E1_TEST_SCAN_02
76,5,E1_TEST_SCAN_03,2026-09-22T08:07:27.424464Z,2026-09-22T08:07:29.048984Z,1790064447.424464,1790064449.048984,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:076:E1_TEST_SCAN_03
76,6,E1_TEST_BRUTE_01,2026-09-22T08:07:29.555095Z,2026-09-22T08:07:40.855944Z,1790064449.555095,1790064460.855944,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:076:E1_TEST_BRUTE_01
76,7,E1_TEST_BRUTE_02,2026-09-22T08:07:41.357104Z,2026-09-22T08:07:52.513892Z,1790064461.357104,1790064472.513892,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:076:E1_TEST_BRUTE_02
76,8,E1_TEST_BRUTE_03,2026-09-22T08:07:53.015428Z,2026-09-22T08:08:04.208839Z,1790064473.015428,1790064484.208839,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:076:E1_TEST_BRUTE_03
76,9,E1_TEST_DOS_01,2026-09-22T08:08:04.710022Z,2026-09-22T08:08:41.723857Z,1790064484.710022,1790064521.723857,2659023,2659023,0,0,1,36.91,8640,65537,HYBRID_CORRELATED,1,25.332879,E7:076:E1_TEST_DOS_01
76,10,E1_TEST_DOS_02,2026-09-22T08:08:47.921482Z,2026-09-22T08:09:24.738590Z,1790064527.921482,1790064564.738590,2648088,2648088,0,0,1,36.72,60710,65537,HYBRID_CORRELATED,1,0.0,E7:076:E1_TEST_DOS_02
76,11,E1_TEST_DOS_03,2026-09-22T08:09:42.209069Z,2026-09-22T08:10:19.059875Z,1790064582.209069,1790064619.059875,2600786,2600786,0,0,1,36.75,95806,65537,HYBRID_CORRELATED,1,0.0,E7:076:E1_TEST_DOS_03
76,12,E1_TEST_EXPLOIT_01,2026-09-22T08:10:44.133167Z,2026-09-22T08:10:58.241061Z,1790064644.133167,1790064658.241061,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:076:E1_TEST_EXPLOIT_01
76,13,E1_TEST_EXPLOIT_02,2026-09-22T08:10:58.824341Z,2026-09-22T08:11:08.375966Z,1790064658.824341,1790064668.375966,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:076:E1_TEST_EXPLOIT_02
76,14,E1_TEST_EXPLOIT_03,2026-09-22T08:11:08.945178Z,2026-09-22T08:23:22.736161Z,1790064668.945178,1790065402.736161,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:076:E1_TEST_EXPLOIT_03
77,0,E1_TEST_NORMAL_01,2026-09-22T08:23:23.687665Z,2026-09-22T08:23:53.410134Z,1790065403.687665,1790065433.410134,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:077:E1_TEST_NORMAL_01
77,1,E1_TEST_NORMAL_02,2026-09-22T08:23:53.913296Z,2026-09-22T08:24:23.677870Z,1790065433.913296,1790065463.677870,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:077:E1_TEST_NORMAL_02
77,2,E1_TEST_NORMAL_03,2026-09-22T08:24:24.179652Z,2026-09-22T08:24:54.204007Z,1790065464.179652,1790065494.204007,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:077:E1_TEST_NORMAL_03
77,3,E1_TEST_SCAN_01,2026-09-22T08:24:54.706058Z,2026-09-22T08:24:55.410875Z,1790065494.706058,1790065495.410875,1729,1729,0,0,1,0.624678,0,845,RF_ONLY_REVIEW,0,,E7:077:E1_TEST_SCAN_01
77,4,E1_TEST_SCAN_02,2026-09-22T08:24:55.914464Z,2026-09-22T08:24:56.554926Z,1790065495.914464,1790065496.554926,1715,1715,0,0,1,0.558671,0,837,RF_ONLY_REVIEW,0,,E7:077:E1_TEST_SCAN_02
77,5,E1_TEST_SCAN_03,2026-09-22T08:24:57.058160Z,2026-09-22T08:24:58.708191Z,1790065497.058160,1790065498.708191,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:077:E1_TEST_SCAN_03
77,6,E1_TEST_BRUTE_01,2026-09-22T08:24:59.211514Z,2026-09-22T08:25:10.500838Z,1790065499.211514,1790065510.500838,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:077:E1_TEST_BRUTE_01
77,7,E1_TEST_BRUTE_02,2026-09-22T08:25:11.002919Z,2026-09-22T08:25:22.160946Z,1790065511.002919,1790065522.160946,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:077:E1_TEST_BRUTE_02
77,8,E1_TEST_BRUTE_03,2026-09-22T08:25:22.662708Z,2026-09-22T08:25:33.846842Z,1790065522.662708,1790065533.846842,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:077:E1_TEST_BRUTE_03
77,9,E1_TEST_DOS_01,2026-09-22T08:25:34.348949Z,2026-09-22T08:26:11.279348Z,1790065534.348949,1790065571.279348,2659023,2659023,0,0,1,36.82,8640,65537,HYBRID_CORRELATED,1,25.246563,E7:077:E1_TEST_DOS_01
77,10,E1_TEST_DOS_02,2026-09-22T08:26:17.530161Z,2026-09-22T08:26:54.563457Z,1790065577.530161,1790065614.563457,2648088,2648088,0,0,1,36.93,59594,65537,HYBRID_CORRELATED,1,0.0,E7:077:E1_TEST_DOS_02
77,11,E1_TEST_DOS_03,2026-09-22T08:27:11.835405Z,2026-09-22T08:27:48.643091Z,1790065631.835405,1790065668.643091,2600786,2600786,0,0,1,36.71,95974,65537,HYBRID_CORRELATED,1,0.0,E7:077:E1_TEST_DOS_03
77,12,E1_TEST_EXPLOIT_01,2026-09-22T08:28:13.625053Z,2026-09-22T08:28:27.739176Z,1790065693.625053,1790065707.739176,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:077:E1_TEST_EXPLOIT_01
77,13,E1_TEST_EXPLOIT_02,2026-09-22T08:28:28.324528Z,2026-09-22T08:28:37.882220Z,1790065708.324528,1790065717.882220,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:077:E1_TEST_EXPLOIT_02
77,14,E1_TEST_EXPLOIT_03,2026-09-22T08:28:38.450559Z,2026-09-22T08:40:52.248934Z,1790065718.450559,1790066452.248934,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:077:E1_TEST_EXPLOIT_03
78,0,E1_TEST_NORMAL_01,2026-09-22T08:40:53.208948Z,2026-09-22T08:41:22.912987Z,1790066453.208948,1790066482.912987,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:078:E1_TEST_NORMAL_01
78,1,E1_TEST_NORMAL_02,2026-09-22T08:41:23.414763Z,2026-09-22T08:41:53.171911Z,1790066483.414763,1790066513.171911,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:078:E1_TEST_NORMAL_02
78,2,E1_TEST_NORMAL_03,2026-09-22T08:41:53.673698Z,2026-09-22T08:42:23.675046Z,1790066513.673698,1790066543.675046,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:078:E1_TEST_NORMAL_03
78,3,E1_TEST_SCAN_01,2026-09-22T08:42:24.178371Z,2026-09-22T08:42:24.876113Z,1790066544.178371,1790066544.876113,1729,1729,0,0,1,0.625072,0,845,RF_ONLY_REVIEW,0,,E7:078:E1_TEST_SCAN_01
78,4,E1_TEST_SCAN_02,2026-09-22T08:42:25.381979Z,2026-09-22T08:42:26.023990Z,1790066545.381979,1790066546.023990,1715,1715,0,0,1,0.558862,0,837,RF_ONLY_REVIEW,0,,E7:078:E1_TEST_SCAN_02
78,5,E1_TEST_SCAN_03,2026-09-22T08:42:26.527509Z,2026-09-22T08:42:28.173187Z,1790066546.527509,1790066548.173187,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:078:E1_TEST_SCAN_03
78,6,E1_TEST_BRUTE_01,2026-09-22T08:42:28.679259Z,2026-09-22T08:42:39.977031Z,1790066548.679259,1790066559.977031,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:078:E1_TEST_BRUTE_01
78,7,E1_TEST_BRUTE_02,2026-09-22T08:42:40.479142Z,2026-09-22T08:42:51.632989Z,1790066560.479142,1790066571.632989,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:078:E1_TEST_BRUTE_02
78,8,E1_TEST_BRUTE_03,2026-09-22T08:42:52.135060Z,2026-09-22T08:43:03.322078Z,1790066572.135060,1790066583.322078,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:078:E1_TEST_BRUTE_03
78,9,E1_TEST_DOS_01,2026-09-22T08:43:03.823352Z,2026-09-22T08:43:40.734908Z,1790066583.823352,1790066620.734908,2659023,2659023,0,0,1,36.82,8640,65537,HYBRID_CORRELATED,1,25.223639,E7:078:E1_TEST_DOS_01
78,10,E1_TEST_DOS_02,2026-09-22T08:43:46.900327Z,2026-09-22T08:44:23.911963Z,1790066626.900327,1790066663.911963,2648088,2648088,0,0,1,36.91,61024,65537,HYBRID_CORRELATED,1,0.0,E7:078:E1_TEST_DOS_02
78,11,E1_TEST_DOS_03,2026-09-22T08:44:41.397237Z,2026-09-22T08:45:18.167512Z,1790066681.397237,1790066718.167512,2600786,2600786,0,0,1,36.69,96326,65537,HYBRID_CORRELATED,1,0.0,E7:078:E1_TEST_DOS_03
78,12,E1_TEST_EXPLOIT_01,2026-09-22T08:45:43.140853Z,2026-09-22T08:45:57.253013Z,1790066743.140853,1790066757.253013,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:078:E1_TEST_EXPLOIT_01
78,13,E1_TEST_EXPLOIT_02,2026-09-22T08:45:57.835949Z,2026-09-22T08:46:07.378108Z,1790066757.835949,1790066767.378108,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:078:E1_TEST_EXPLOIT_02
78,14,E1_TEST_EXPLOIT_03,2026-09-22T08:46:07.954033Z,2026-09-22T08:58:21.745895Z,1790066767.954033,1790067501.745895,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:078:E1_TEST_EXPLOIT_03
79,0,E1_TEST_NORMAL_01,2026-09-22T08:58:22.694309Z,2026-09-22T08:58:52.374959Z,1790067502.694309,1790067532.374959,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:079:E1_TEST_NORMAL_01
79,1,E1_TEST_NORMAL_02,2026-09-22T08:58:52.876753Z,2026-09-22T08:59:22.653913Z,1790067532.876753,1790067562.653913,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:079:E1_TEST_NORMAL_02
79,2,E1_TEST_NORMAL_03,2026-09-22T08:59:23.155657Z,2026-09-22T08:59:53.160954Z,1790067563.155657,1790067593.160954,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:079:E1_TEST_NORMAL_03
79,3,E1_TEST_SCAN_01,2026-09-22T08:59:53.662826Z,2026-09-22T08:59:54.352936Z,1790067593.662826,1790067594.352936,1729,1729,0,0,1,0.624956,0,845,RF_ONLY_REVIEW,0,,E7:079:E1_TEST_SCAN_01
79,4,E1_TEST_SCAN_02,2026-09-22T08:59:54.857269Z,2026-09-22T08:59:55.470928Z,1790067594.857269,1790067595.470928,1715,1715,0,0,1,0.558679,0,837,RF_ONLY_REVIEW,0,,E7:079:E1_TEST_SCAN_02
79,5,E1_TEST_SCAN_03,2026-09-22T08:59:55.976871Z,2026-09-22T08:59:57.616968Z,1790067595.976871,1790067597.616968,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:079:E1_TEST_SCAN_03
79,6,E1_TEST_BRUTE_01,2026-09-22T08:59:58.120303Z,2026-09-22T09:00:09.398844Z,1790067598.120303,1790067609.398844,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:079:E1_TEST_BRUTE_01
79,7,E1_TEST_BRUTE_02,2026-09-22T09:00:09.900115Z,2026-09-22T09:00:21.063865Z,1790067609.900115,1790067621.063865,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:079:E1_TEST_BRUTE_02
79,8,E1_TEST_BRUTE_03,2026-09-22T09:00:21.565112Z,2026-09-22T09:00:32.767882Z,1790067621.565112,1790067632.767882,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:079:E1_TEST_BRUTE_03
79,9,E1_TEST_DOS_01,2026-09-22T09:00:33.269160Z,2026-09-22T09:01:10.318945Z,1790067633.269160,1790067670.318945,2659023,2659023,0,0,1,36.95,8640,65537,HYBRID_CORRELATED,1,25.365391,E7:079:E1_TEST_DOS_01
79,10,E1_TEST_DOS_02,2026-09-22T09:01:16.492885Z,2026-09-22T09:01:53.497585Z,1790067676.492885,1790067713.497585,2648088,2648088,0,0,1,36.91,60934,65537,HYBRID_CORRELATED,1,0.0,E7:079:E1_TEST_DOS_02
79,11,E1_TEST_DOS_03,2026-09-22T09:02:11.198799Z,2026-09-22T09:02:48.020527Z,1790067731.198799,1790067768.020527,2600786,2600786,0,0,1,36.75,96106,65537,HYBRID_CORRELATED,1,0.0,E7:079:E1_TEST_DOS_03
79,12,E1_TEST_EXPLOIT_01,2026-09-22T09:03:12.982537Z,2026-09-22T09:03:27.090935Z,1790067792.982537,1790067807.090935,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:079:E1_TEST_EXPLOIT_01
79,13,E1_TEST_EXPLOIT_02,2026-09-22T09:03:27.671299Z,2026-09-22T09:03:37.229018Z,1790067807.671299,1790067817.229018,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:079:E1_TEST_EXPLOIT_02
79,14,E1_TEST_EXPLOIT_03,2026-09-22T09:03:37.798684Z,2026-09-22T09:15:51.594953Z,1790067817.798684,1790068551.594953,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:079:E1_TEST_EXPLOIT_03
80,0,E1_TEST_NORMAL_01,2026-09-22T09:15:52.547311Z,2026-09-22T09:16:22.247925Z,1790068552.547311,1790068582.247925,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:080:E1_TEST_NORMAL_01
80,1,E1_TEST_NORMAL_02,2026-09-22T09:16:22.749845Z,2026-09-22T09:16:52.510881Z,1790068582.749845,1790068612.510881,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:080:E1_TEST_NORMAL_02
80,2,E1_TEST_NORMAL_03,2026-09-22T09:16:53.012696Z,2026-09-22T09:17:23.024983Z,1790068613.012696,1790068643.024983,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:080:E1_TEST_NORMAL_03
80,3,E1_TEST_SCAN_01,2026-09-22T09:17:23.526906Z,2026-09-22T09:17:24.235998Z,1790068643.526906,1790068644.235998,1729,1729,0,0,1,0.624686,0,845,RF_ONLY_REVIEW,0,,E7:080:E1_TEST_SCAN_01
80,4,E1_TEST_SCAN_02,2026-09-22T09:17:24.741291Z,2026-09-22T09:17:25.355080Z,1790068644.741291,1790068645.355080,1715,1715,0,0,1,0.55875,0,837,RF_ONLY_REVIEW,0,,E7:080:E1_TEST_SCAN_02
80,5,E1_TEST_SCAN_03,2026-09-22T09:17:25.858343Z,2026-09-22T09:17:27.480980Z,1790068645.858343,1790068647.480980,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:080:E1_TEST_SCAN_03
80,6,E1_TEST_BRUTE_01,2026-09-22T09:17:27.984430Z,2026-09-22T09:17:39.275826Z,1790068647.984430,1790068659.275826,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:080:E1_TEST_BRUTE_01
80,7,E1_TEST_BRUTE_02,2026-09-22T09:17:39.777039Z,2026-09-22T09:17:50.932065Z,1790068659.777039,1790068670.932065,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:080:E1_TEST_BRUTE_02
